id_funcionario,id_loja,nome_funcionario,passaporte_funcionario,situacao_funcionario,cargo_funcionario,salario_funcionario
530,74,"Sandoval, Jasmine",O5KYWCLD7,DESLIGADO,GERENTE,3.6877657359648234e-4
531,40,"Nava, Dillon",NBKHS0ZDH,CONTRATADO,GERENTE,7.277414373717406e-4
532,49,"Perez, Julio",8623HLQCN,CONTRATADO,VENDEDOR,4.50154979137664e-4
533,72,"Robinson, Iriana",FPWHY5HKB,CONTRATADO,GERENTE,2.797898094423794e-4
534,65,"Felix, John",AFMW5U9R8,CONTRATADO,GERENTE,2.7235878631472587e-5
535,9,"Rodriguez-Pena, Otoniel",YMRHI46D3,DESLIGADO,VENDEDOR,3.4224909914839754e-4
536,71,"Cortez, William",P1WQD2VUM,CONTRATADO,VENDEDOR,3.0735338888556325e-4
537,95,"Armijo, Danae",5T7G1U0N9,PESSOA JURIDICA,VENDEDOR,6.990155801177025e-5
538,93,"Rivas, Samuel",3FY05YLH1,CONTRATADO,VENDEDOR,4.6371539754975333e-4
539,29,"Ramirez, Mario",H50C31CLF,CONTRATADO,VENDEDOR,4.004044962281912e-4
540,39,"Molina-Mendoza, Jose",V4TJEDCA7,CONTRATADO,VENDEDOR,6.450778118144291e-4
541,35,"Cardenas, Carissa",WPXIFPH16,PESSOA JURIDICA,VENDEDOR,8.36203702248606e-4
542,35,"Avila, Aura",80ZCMPL6E,CONTRATADO,VENDEDOR,8.472211019398038e-5
543,11,"Sanchez, Nayeli",R01E7K1H4,CONTRATADO,GERENTE,8.774971014403547e-5
544,79,"Maes, Walter",7HGY2ZHYS,CONTRATADO,VENDEDOR,2.200530730187893e-5
545,62,"Maldonado, Stephanie",8I1R0C2N0,CONTRATADO,GERENTE,1.867845444008708e-4
546,31,"Montano, Deissy",CZRAB83H9,CONTRATADO,VENDEDOR,3.8570644174739875e-5
547,60,"Vigil, Rigoberto",6OM24MJ22,CONTRATADO,VENDEDOR,5.302791353315115e-5
548,79,"Quintanilla Garcia, Angelina",WDLND2A92,CONTRATADO,VENDEDOR,5.184868790041257e-4
549,54,"Flores, Antonio",2COFVC0U7,DESLIGADO,GERENTE,5.27438854781871e-4
550,79,"Rosas, Zachery",DU6A8F43R,CONTRATADO,GERENTE,0.001058245349625006
551,30,"Combs, Christopher",HMAS0BFTV,CONTRATADO,VENDEDOR,2.9186605766131474e-4
552,99,"Newsome, Carol",JY7GFNPU4,CONTRATADO,VENDEDOR,0.0010086233899688805
553,56,"Gonzalez, Jazmine",B93S35J2F,PESSOA JURIDICA,GERENTE,1.2761913740057596e-4
554,48,"Rios, Karina",K7Y25D6YV,CONTRATADO,VENDEDOR,6.294800921938517e-4
555,67,"Trujillo, Dominique",9YPTSREFH,CONTRATADO,VENDEDOR,1.5943981893360615e-5
556,31,"Godoy, Caitlyn",TIX1L0M9N,PESSOA JURIDICA,GERENTE,9.598451673365576e-5
557,55,"Alires, Julian",5SIYG4DWQ,CONTRATADO,GERENTE,1.0097778647446492e-4
558,26,"Munoz, Deanna",TP14NNAV9,CONTRATADO,VENDEDOR,2.2638108581304553e-4
559,28,"Vargas, Kelsey",LBO3BJQD9,CONTRATADO,VENDEDOR,5.074879702012588e-4
560,47,"Hernandez, Sebastian",QWJY9S8CT,CONTRATADO,VENDEDOR,5.443211152981568e-4
561,78,"Gonzalez, Austin",HVKHVBIED,CONTRATADO,VENDEDOR,9.090275776530029e-4
562,13,"Medel, Connie",QAK9SZTAU,CONTRATADO,VENDEDOR,3.380896739603095e-4
563,69,"Cortez, Angelica",8GSAPRSEF,DESLIGADO,VENDEDOR,3.6292595191109666e-4
564,68,"Gutierrez, Jedidiah",9XCA0XWVB,CONTRATADO,VENDEDOR,2.632308103144169e-4
565,91,"Zamora, Noel",LY681KSPM,DESLIGADO,VENDEDOR,6.222764912301781e-4
566,86,"Avitia Lara, Philip",L6STKL7BX,CONTRATADO,VENDEDOR,1.783983247272378e-4
567,75,"Munoz-Cabrera, Steven",MSQFVNJE9,CONTRATADO,GERENTE,2.6286383718252182e-5
568,72,"Tapia, Marko",QEOFTS6LJ,CONTRATADO,GERENTE,1.7290803641080858e-4
569,72,"Fong, Elizabeth",SH0XNKSOL,DESLIGADO,VENDEDOR,2.2095828671008348e-4
570,98,"Rosado, Christopher",6MO6H7ZW9,CONTRATADO,VENDEDOR,5.990493474177138e-4
571,16,"Montanez Payan, Aujanae",WT8GP63MF,CONTRATADO,GERENTE,8.155048273167709e-4
572,65,"Barraza Jr, Edigar",IW80B973A,CONTRATADO,VENDEDOR,1.3090551644563676e-5
573,85,"Brake, Vanessa",6U3R11UBH,CONTRATADO,VENDEDOR,1.8011980913579465e-4
574,60,"Vasquez, Hope",W9FWM8B8Z,CONTRATADO,VENDEDOR,1.5703842900693417e-4
575,98,"Cruz, Anthony",DHLRWMXSY,CONTRATADO,GERENTE,1.902237204834819e-4
576,55,"Vargas, Jonathan",7PRM5JROJ,CONTRATADO,GERENTE,0.001424856101440633
577,91,"Ordonez, Dania",0K9J9O6RE,CONTRATADO,VENDEDOR,7.00051203050485e-5
578,29,"Lucero, Erick",WEW5Z4KN4,CONTRATADO,GERENTE,1.857594994828105e-4
579,90,"Deloach, Laura",UCDP58IYV,CONTRATADO,VENDEDOR,1.550976587459445e-4
580,1,"Castillo, Laramie",0W9EC51YF,PESSOA JURIDICA,VENDEDOR,1.7862166345233746e-4
581,6,"Chavez, Dessari",1QPZ399NB,CONTRATADO,VENDEDOR,6.060815252027609e-4
582,12,"Avilez, Anaya",IS98RI758,CONTRATADO,VENDEDOR,3.718581296335507e-4
583,96,"Cochran, Christopher",25CIFSRL0,PESSOA JURIDICA,VENDEDOR,4.380387577991535e-4
584,72,"Lamm, Mauricio",4NOEZK2V7,CONTRATADO,VENDEDOR,3.0265421604919917e-4
585,70,"Rodriguez, Francisco",EVNDHB8BU,CONTRATADO,VENDEDOR,3.9351239055395125e-5
586,20,"Rodriguez, Francisco",AI74B6H13,CONTRATADO,GERENTE,1.6621231943960873e-5
587,70,"Almanza, Eugene",R0RJPEGBZ,CONTRATADO,VENDEDOR,7.948196723721124e-4
588,17,"Arellano, Raymond",ZRW12NVDO,CONTRATADO,VENDEDOR,4.137635238300611e-4
589,53,"Meehan, Rubi",5TQE2QY3L,DESLIGADO,GERENTE,2.6370755024254323e-5
590,80,"Lopez, Erica",R9P3US1PZ,CONTRATADO,VENDEDOR,3.813780870962287e-4
591,74,"Camorlinga Torres, Alyssa",I13B6YMJ4,CONTRATADO,VENDEDOR,2.7834161328928837e-4
592,57,"Mercure, Nicolas",DIY79SC2Y,CONTRATADO,VENDEDOR,0.0013641708313746647
593,58,"Lucero, Alberto",WC7CRYYK7,CONTRATADO,GERENTE,1.3204705752432346e-4
594,86,"Delgadillo, Samone",E9EW46P2R,CONTRATADO,VENDEDOR,3.205178819428731e-4
595,38,"Gutierrez, Leticia",UVRZX7HD5,CONTRATADO,GERENTE,3.402422108111195e-5
596,61,"Flores, Joel",7C07XFE8M,CONTRATADO,VENDEDOR,6.921125358509125e-4
597,73,"Reyes, Vanessa",TFEPJ6324,CONTRATADO,VENDEDOR,8.317321121356586e-4
598,33,"Montoya, Myrisa",CZXRG70N4,CONTRATADO,VENDEDOR,2.3834994653901678e-5
599,17,"Castro, Isabel",8FA9T98RT,CONTRATADO,VENDEDOR,3.228055282995426e-4
600,100,"Flores, Atzin",CGHUKIB3Z,CONTRATADO,GERENTE,3.164366222749997e-4
601,49,"Camacho Gutierrez, Rachel",D6BNSWT7T,CONTRATADO,VENDEDOR,1.4443077873438597e-4
602,12,"Montoya, Angel",T2OJUILDX,CONTRATADO,VENDEDOR,2.7882245800748255e-4
603,58,"Contreras, Isela",KXYFMVBQX,CONTRATADO,VENDEDOR,2.163775954395533e-5
604,33,"Cano-Diaz, Frida",3GF8HCGJ6,CONTRATADO,VENDEDOR,1.8445041421800854e-4
605,99,"Montoya, Alejandra",IS131X7T8,CONTRATADO,VENDEDOR,2.108230270445347e-4
606,30,"Guerra, Brandon",7KMJEH20K,CONTRATADO,VENDEDOR,1.182236745031758e-4
607,27,"Contreras, Jean",VTZOIMEFM,CONTRATADO,GERENTE,2.848356442505989e-4
608,39,"Torres III, Amanda",YQN79SPOL,CONTRATADO,VENDEDOR,1.9008211586624385e-4
609,12,"Gonzales, Rodrigo",4BVE23798,CONTRATADO,GERENTE,4.0667145772088067e-4
610,3,"Espinoza, Jessica",J9DNC4IQP,CONTRATADO,VENDEDOR,1.5331831350922585e-4
611,44,"Villanueva, Daniel",DMKCMHAUP,CONTRATADO,GERENTE,0.0015508321187550072
612,63,"Olivas-Rivera, Josue",YJK9M4N3W,CONTRATADO,VENDEDOR,2.958281573316084e-5
613,3,"Vigil, Diana",TX6QYA8S6,CONTRATADO,VENDEDOR,9.1948947499029e-4
614,77,"Bueno, Derek",BDRCRAOMK,CONTRATADO,VENDEDOR,9.734560586512089e-5
615,75,"Aragon, Guadalupe",2UIUHDUZN,CONTRATADO,VENDEDOR,1.625696998089552e-4
616,99,"Lopez, Mercedes",NB9Y7Z3L0,CONTRATADO,VENDEDOR,9.379897348078635e-4
617,52,"Alarcon, Danielle",CHDRRXW6T,CONTRATADO,GERENTE,8.853968659221769e-5
618,90,"Santora, Shayla",2CTTAUIF4,CONTRATADO,VENDEDOR,4.083626211452434e-4
619,61,"Candela, Richard",3MZC8FSQA,DESLIGADO,VENDEDOR,2.057717841118574e-4
620,49,"Arzola-Zamora, Victor",O5U80GA7Z,CONTRATADO,VENDEDOR,1.3985182214528322e-4
621,76,"Alaniz, Karina",RQ6H6QL20,CONTRATADO,VENDEDOR,6.662863365969755e-4
622,16,"Delgado, Omar",UBKV3LQ2W,CONTRATADO,GERENTE,1.1915807537734509e-4
623,39,"Sanchez, Skylar",L9XRK6BFP,CONTRATADO,GERENTE,6.856772887368902e-4
624,3,"Yanez, Angeles",7ZWEPOLEY,DESLIGADO,VENDEDOR,1.197000668394696e-4
625,97,"Paige, Jesus",IF8X52USX,CONTRATADO,GERENTE,7.95569826695318e-5
626,30,"Dominguez-Vega, Elesticia",BDN8E6PXD,CONTRATADO,VENDEDOR,4.4879740123485165e-5
627,19,"Chavez Jr, Nathan",ZVQ2O0WEU,CONTRATADO,VENDEDOR,3.0279129296123514e-4
628,99,"Archuleta, Nimsi",VJYERI15T,CONTRATADO,GERENTE,0.0015265204236161048
629,65,"Stencel, Joel",ZYQV2QA23,CONTRATADO,VENDEDOR,3.4789430932119785e-4
630,44,"Mounts, Daniel",5I9ZX9LHE,CONTRATADO,GERENTE,3.1650012615137255e-4
631,83,"Gonzales, Vincent",BUXU0Q64Y,CONTRATADO,VENDEDOR,4.116995334457208e-4
632,63,"Montes Carrera, Rodrigo",BVCEUPE9H,CONTRATADO,VENDEDOR,3.031335718761731e-4
633,59,"Escarate, Clifford",X2TG1RIXI,DESLIGADO,VENDEDOR,2.1364536415771886e-4
634,22,"Puga, Makayla",DAWEHQ2XZ,CONTRATADO,GERENTE,0.001122865621861938
635,52,"Lopez, Viviana",HHZ55E0LM,PESSOA JURIDICA,VENDEDOR,1.7979732806821838e-4
636,4,"Salazar, Dante",QYSE9PLF4,CONTRATADO,GERENTE,2.226684331893921e-4
637,51,"Antillon Silva, Rodolfo",RGRHAR747,CONTRATADO,VENDEDOR,3.434133580358368e-4
638,27,"Medina, Santos",ENC618MIJ,CONTRATADO,VENDEDOR,2.7762074023485186e-6
639,49,"Shuck, Ronald",U3TVCWLAD,DESLIGADO,VENDEDOR,3.795717419889028e-4
640,87,"Iniguez-Salgado, Marcos",4WL4GLCHP,CONTRATADO,VENDEDOR,0.001071030815640345
641,43,"Lamorie, Arturo",0FMNQW6XW,CONTRATADO,GERENTE,5.915984570643999e-4
642,98,"Ruvalcaba, Karla",HY3N3POLN,CONTRATADO,VENDEDOR,7.506949577148563e-6
643,17,"Dominguez, Gerald",762CHOQN4,CONTRATADO,VENDEDOR,2.044880911707878e-4
644,88,"Anderson, Marissa",13QXCWEQ8,CONTRATADO,GERENTE,2.3508284371346236e-4
645,27,"Martinez, Kimberly",WA3OMI882,CONTRATADO,GERENTE,3.709419864993144e-4
646,42,"Chitty, Karen",MOA52F41G,CONTRATADO,GERENTE,4.51026608778124e-4
647,66,"Valenzuela, Daniel",WOYXC8K23,CONTRATADO,VENDEDOR,7.615653462371923e-4
648,45,"Pinto, Camerin",ZZ8FAU00B,CONTRATADO,VENDEDOR,3.9874289184808735e-6
649,75,"Lopez, Arlette",5N9S80KDA,CONTRATADO,VENDEDOR,3.7140939532030113e-4
650,37,"Jurado, Josue",RISA1S2M9,CONTRATADO,VENDEDOR,8.293529953807593e-5
651,31,"Castillo, Emily",LTB04MW78,CONTRATADO,VENDEDOR,7.093219056389429e-4
652,34,"Acevedo, Chasity",9EC548SYR,CONTRATADO,GERENTE,4.552191916694102e-5
653,9,"Hernandez, Andrew",3CJ5Q9QAL,CONTRATADO,VENDEDOR,8.892515472563651e-4
654,36,"Gonzales, Corey",CI08QUWQV,CONTRATADO,VENDEDOR,3.2946587613034734e-4
655,37,"Hofferber, Doraly",VFLS9LKY6,CONTRATADO,VENDEDOR,8.967220894992352e-5
656,55,"Dimas, Julio",YT65JM8V2,CONTRATADO,VENDEDOR,4.708802357147981e-4
657,41,"Herrera, Kinsley",ZQHELLJUC,CONTRATADO,GERENTE,0.0014151038250977044
658,4,"Montoya Montes, Javier",7PJENDCTB,CONTRATADO,GERENTE,2.3110027574002744e-4
659,72,"Olivas Gonzalez, Dominic",GJQF8XC7H,CONTRATADO,VENDEDOR,6.918570421300032e-4
660,54,"Mena, Robert",93BHW09XF,CONTRATADO,VENDEDOR,7.872119590303995e-4
661,50,"Matamoros, Alvaro",0HQKQM4GB,PESSOA JURIDICA,VENDEDOR,8.904843280940899e-4
662,51,"Lucero, Santiago",Q29V7PXOW,CONTRATADO,VENDEDOR,4.6955948544848456e-4
663,59,"Arballo Montoya, Angelina",D0BZ2KOM6,CONTRATADO,VENDEDOR,8.378690994771865e-4
664,81,"Gutierrez Martinez, Carlos",3VH2FWVKX,CONTRATADO,VENDEDOR,3.6746494768369683e-4
665,37,"Medina, Luis",0N8T2DCEI,PESSOA JURIDICA,VENDEDOR,0.0013937549374157434
666,12,"Ortega, Tanya",4FHTCP2OY,CONTRATADO,VENDEDOR,5.004688341002513e-4
667,17,"Deras, Dolores",GB20HMPN6,CONTRATADO,GERENTE,2.1800742689520122e-4
668,66,"Barks, Fernanda",0TLBPHYZE,CONTRATADO,VENDEDOR,4.481504391710807e-4
669,38,"Camacho, Luis",1W3QY62MX,CONTRATADO,VENDEDOR,3.674579739402581e-4
670,77,"Meade, Lydia",RSTROJZBB,CONTRATADO,GERENTE,7.764802634379961e-4
671,88,"Poot-Chan, Josephine",8VWS3XV7B,CONTRATADO,VENDEDOR,6.011764038873169e-4
672,16,"Vargas, Kianna",6HARXB4QM,CONTRATADO,GERENTE,6.715198010206223e-5
673,73,"Friedly, Crystal",KMEIUFNO9,CONTRATADO,VENDEDOR,1.3765716925263406e-5
674,87,"Bernal, Felipe",ZD5FBODWA,CONTRATADO,VENDEDOR,2.823434639722109e-5
675,61,"Rosario Marcos, Michelle",O9UWSZXES,CONTRATADO,VENDEDOR,5.8694255840115956e-5
676,29,"De Luna Munoz, Carla",L1DJ7DQNA,CONTRATADO,VENDEDOR,1.664534391835332e-4
677,45,"Dubois, Apolinaria",PVJDRLFT1,CONTRATADO,GERENTE,6.76987610757351e-5
678,34,"Velazquez-Gonzalez, Katelyn",0F2MSNJ2V,CONTRATADO,VENDEDOR,0.0010834660849961188
679,2,"Firillo, Brandon",LJ0028H60,DESLIGADO,VENDEDOR,1.1096011255745085e-4
680,88,"Eccher, Jacob",QXSIV05KZ,CONTRATADO,VENDEDOR,0.0011745108704403263
681,4,"Garcia, Nicole",73AE7R26F,PESSOA JURIDICA,VENDEDOR,8.211806781253913e-4
682,66,"Garcia, Alejandra",58ZBBORQP,CONTRATADO,VENDEDOR,8.008103698155978e-4
683,81,"Chavez Torres, Cecilia",1G76TMV2G,CONTRATADO,VENDEDOR,2.8196205874218036e-4
684,84,"Ramos, Damian",YLUGDXVFH,CONTRATADO,VENDEDOR,0.0020501227563933474
685,38,"Duarte-Estrada, Raina",RT7EOXZ68,CONTRATADO,VENDEDOR,1.569088203832507e-4
686,82,"Trejo, Israel",E6UZ4A3C0,CONTRATADO,VENDEDOR,4.7027076965380207e-4
687,34,"Padilla, Omar",CSNK1P6SY,CONTRATADO,GERENTE,1.5406302131133477e-4
688,86,"Saenz-Loom, Gerardo",KB1TXKGGV,CONTRATADO,VENDEDOR,2.6034725792706016e-4
689,35,"Salomon, Aisha",7NQVZ2YMR,CONTRATADO,VENDEDOR,5.977469272911549e-5
690,64,"Barraza, Taylor",G55QOYPUT,CONTRATADO,VENDEDOR,9.020784377963143e-4
691,78,"Navarro Hernandez, Maria",HPEMIJU0P,CONTRATADO,VENDEDOR,0.0015961287818008903
692,16,"Rea, Jenny",PV2JJXBZO,CONTRATADO,GERENTE,2.2519594728946687e-4
693,62,"Fragozo Corral, Yazmin",9N6V3VN0W,PESSOA JURIDICA,VENDEDOR,7.127757526598074e-4
694,74,"Vicencio, Briana",HW4EGGFKG,CONTRATADO,VENDEDOR,9.381126927494828e-4
695,39,"Alegria Laguna, Gloria",O9ZK80I1B,DESLIGADO,VENDEDOR,1.1883704625070096e-4
696,25,"Ruybal, Alberto",5VFSR9R9U,CONTRATADO,VENDEDOR,9.928136102351096e-4
697,84,"Francis, Traci",59OKSAEA0,CONTRATADO,VENDEDOR,2.23367908783257e-4
698,88,"Romero, Teresa",YAOJ3V1RO,DESLIGADO,VENDEDOR,4.215844191442777e-4
699,85,"Archuleta, Sarai",C7FEGAFPU,CONTRATADO,VENDEDOR,0.0011685534893794253
700,93,"Rodriguez, Carlos",T74O97D6N,CONTRATADO,VENDEDOR,2.569859700277448e-4
701,67,"Anderson, James",0SFHOUQ27,CONTRATADO,VENDEDOR,2.322187762707472e-4
702,79,"Jurado Ontiveros, Joseph",3TVWEZLJQ,CONTRATADO,VENDEDOR,0.0015444431147629265
703,20,"Loya, Minely",FW5U6SC2R,CONTRATADO,VENDEDOR,4.4688562207077055e-4
704,11,"Nunez, Mykayla",4K1JL2IOT,CONTRATADO,VENDEDOR,4.360592752527048e-4
705,60,"Chavez Esparza, Sierra",RZPBEUL99,CONTRATADO,VENDEDOR,8.178093209862709e-5
706,75,"Gallegos, Andrea",YKZDR6OAM,DESLIGADO,VENDEDOR,3.0769553933234314e-4
707,52,"Herrera, Lyliana",HOWK7UQ4D,CONTRATADO,GERENTE,1.5635055396705867e-4
708,38,"Padilla, Jason",E8J802Y29,CONTRATADO,VENDEDOR,2.030555510893464e-4
709,79,"Munoz Meza, Cameron",OHO64L1IN,PESSOA JURIDICA,VENDEDOR,3.697928473185349e-4
710,3,"Daniels, Jonathan",LQ52RSWXS,CONTRATADO,VENDEDOR,5.624139876184576e-4
711,20,"Santana, Antonio",JQD9QZWNY,CONTRATADO,GERENTE,2.506345435976982e-4
712,21,"Ramirez, Jeffrey",RTO7U5KN9,CONTRATADO,VENDEDOR,1.4958774416070212e-4
713,98,"Garcia, Antonio",U5TR7XVMJ,CONTRATADO,VENDEDOR,3.043511882424355e-6
714,11,"Esquivel, Henry",KTU4ZU4CU,CONTRATADO,VENDEDOR,5.970906037837267e-5
715,4,"Mandonado, Katherine",X0OEO9DYU,CONTRATADO,VENDEDOR,4.4490468686628833e-4
716,26,"Guajardo, Monique",ERHZKOZ07,CONTRATADO,VENDEDOR,1.3767741214195734e-4
717,22,"Nunez, Cindy",50QFST8Q6,CONTRATADO,GERENTE,4.547679841350366e-4
718,61,"De Los Santos Garcia, Mariana",0HJW3TQ8U,CONTRATADO,GERENTE,3.251196715812732e-4
719,58,"Renteria Vigil, Johser",ZWRKG5JXC,PESSOA JURIDICA,VENDEDOR,4.962113983761121e-4
720,56,"Garcia, Joshua",1GBHCM91J,CONTRATADO,GERENTE,4.505828074942876e-4
721,5,"Hernandez, Maricarmen",F1FVS1RG0,PESSOA JURIDICA,VENDEDOR,5.409658547322799e-4
722,38,"Apodaca, Tania",ZA06T12I1,DESLIGADO,VENDEDOR,1.2668748814612628e-4
723,89,"Gonzales, Soraya",ELVTL2RTS,CONTRATADO,VENDEDOR,0.0012026916187597297
724,17,"Wolff, Cady",UNYD2AKXT,DESLIGADO,VENDEDOR,2.0674815848469735e-4
725,58,"Fierro, Emily",925M6LNAC,CONTRATADO,VENDEDOR,4.1935586517858996e-4
726,44,"Sosa, Angelina",QST81J4KE,DESLIGADO,VENDEDOR,1.6348953285551715e-4
727,74,"Martinez, Jonathan",NI9I5VTAB,CONTRATADO,GERENTE,1.8071346934884786e-4
728,97,"Ojeda, Anthony",1WNILBN42,PESSOA JURIDICA,VENDEDOR,1.1649265723494916e-4
729,6,"Contreras, Yesenia",ZSYTBCNTO,CONTRATADO,GERENTE,7.655699796638586e-4
730,38,"Suarez, Alysia",Y3JTLFVAA,CONTRATADO,GERENTE,1.883090571827302e-4
731,55,"Zequeira, Alvaro",0TNU54QRO,CONTRATADO,VENDEDOR,8.213872439823248e-4
732,41,"Hernandez Vargas, Tanner",KMKGARS7J,CONTRATADO,VENDEDOR,9.841591365131286e-4
733,47,"Gamboa, Karen",XRH2RMIKE,PESSOA JURIDICA,VENDEDOR,2.639057343825698e-4
734,21,"Ramos-Marin, Luke",DOP0YLRXQ,PESSOA JURIDICA,VENDEDOR,2.804336782376815e-4
735,64,"Gonzales, Destiny",7I7BNZ3RZ,DESLIGADO,VENDEDOR,5.291679278016091e-5
736,65,"Cordova, Kennedy",7I4SSI4OC,CONTRATADO,GERENTE,3.485112260859061e-4
737,37,"Garcia, Breanna",68P3GS7JZ,CONTRATADO,GERENTE,2.9416302627134806e-4
738,66,"Palacios, William",ZKGS5URDG,CONTRATADO,GERENTE,0.0014515404364694568
739,89,"Borunda Villalobos, Jacob",GXK3MHV8J,CONTRATADO,GERENTE,6.508438601753809e-4
740,91,"Mendoza, Isiah",2I9BJF9KU,DESLIGADO,VENDEDOR,2.914555828850318e-4
741,53,"Olivas, Miriam",57LD4K9JM,PESSOA JURIDICA,VENDEDOR,2.214228339493275e-4
742,17,"Martinez, Fabian",YGQ61V7FI,PESSOA JURIDICA,VENDEDOR,4.108771674166967e-4
743,94,"Romero, Erika",RZ3RIQO8U,PESSOA JURIDICA,GERENTE,1.3972897492349148e-4
744,9,"Collette, Aaron",JAE7JQS5H,CONTRATADO,GERENTE,5.972243683711176e-4
745,4,"Ramos Perez, Selene",ECILY7452,CONTRATADO,GERENTE,1.7189691569656135e-4
746,33,"Gonzalez, Daisy",1UHYFRPZY,CONTRATADO,GERENTE,4.670568924229194e-4
747,36,"Sandoval-Lopez, Nicholas",MCYG27GWE,CONTRATADO,VENDEDOR,1.7346985675394537e-4
748,7,"Zamora, Alejandra",PNS059747,PESSOA JURIDICA,GERENTE,0.0011962682677880319
749,39,"Lozano Martin, Maria",LKMXKP1A9,CONTRATADO,VENDEDOR,5.340151551942874e-4
750,91,"Gonzalez, Jorge",MPZHKM1HK,CONTRATADO,GERENTE,4.7041427902877335e-5
751,28,"Ruiz, Xochitl",TT1I34YMF,CONTRATADO,VENDEDOR,6.485568545758725e-6
752,70,"Valdez IV, Ericka",9SR1OH91O,CONTRATADO,GERENTE,1.8697976786643267e-4
753,8,"Legarreta, Richard",7956G7WUB,CONTRATADO,GERENTE,1.3976605776697397e-4
754,69,"Duran, Jordan",XM7TPRMPU,CONTRATADO,VENDEDOR,7.596184313297273e-5
755,100,"Rios, Jonathan",37M6BZ9HO,CONTRATADO,VENDEDOR,1.1355509348213674e-4
756,7,"Granados, Kenneth",B01AZZJ51,CONTRATADO,VENDEDOR,2.8932471427981085e-4
757,81,"Loya, Ceasar",F25LJWG7V,CONTRATADO,VENDEDOR,0.0010347379557284263
758,50,"Montiel, Monica",MKLQWXGUS,CONTRATADO,GERENTE,0.00016117144369745344
759,59,"Gonzales, Mariah",P9S5A0YMG,CONTRATADO,VENDEDOR,2.380538402008021e-6
760,85,"Otero, Isabel",NJ5T76UGI,CONTRATADO,GERENTE,8.803483850749876e-4
761,71,"Calhoun, Julio",21EJPJDQ5,CONTRATADO,VENDEDOR,0.001072597596743956
762,87,"Trujillo, Anisha",1LE7ND9OQ,CONTRATADO,VENDEDOR,1.328195025043361e-4
763,6,"Saavedra, Faith",X134VDU3R,CONTRATADO,GERENTE,1.0937120448637126e-4
764,9,"Ramirez, Jatziry",IEATAQ3DY,CONTRATADO,GERENTE,4.538052737544824e-4
765,75,"Campos, Gabriel",DEJ3PL5SL,CONTRATADO,VENDEDOR,5.258584283292294e-5
766,22,"Garcia, Gabriela",DWNVFBY7B,DESLIGADO,GERENTE,6.853169499695986e-4
767,90,"Perez, Kenia",UUL6DINC1,CONTRATADO,VENDEDOR,2.2929928470402956e-4
768,50,"Varela, Justina",BRJFUQ4Y8,CONTRATADO,VENDEDOR,4.952884759585907e-4
769,14,"Carillo, Joanna",QQQ9FBEWH,DESLIGADO,VENDEDOR,4.914853237401296e-4
770,78,"Alfaro, Leticia",FM795GROG,CONTRATADO,VENDEDOR,4.1182049147348785e-4
771,19,"Lovato, Dennise",ZPCW0O2FL,PESSOA JURIDICA,GERENTE,0.0015263483367020136
772,14,"Gutierrez Lopez, Rudy",9KFZVM7HN,CONTRATADO,VENDEDOR,1.2161644356518947e-4
773,34,"Cobos, Gabriela",SWXUP01FS,CONTRATADO,VENDEDOR,2.95142047753943e-5
774,94,"Romero, Richelle",ZPGTZUZY6,CONTRATADO,VENDEDOR,1.1946449615061284e-4
775,87,"Zamora, Diana",3WL09WBU1,CONTRATADO,VENDEDOR,1.6253249850124122e-4
776,65,"Hidalgo, Juvencio",0T41VIE47,CONTRATADO,VENDEDOR,7.8115833528779e-5
777,88,"Chacon, Nicolette",ZSLVBUT8Z,PESSOA JURIDICA,GERENTE,8.527631235849228e-5
778,59,"Martinez, Mekensie",PVCPQGIMF,PESSOA JURIDICA,VENDEDOR,1.6937006432563066e-4
779,4,"Ponce-Miramontes, Javier",OU1OWPWYR,CONTRATADO,VENDEDOR,2.3533157594501973e-4
780,73,"Solis, Isiah",90PK62U6J,CONTRATADO,VENDEDOR,2.646503807976842e-4
781,36,"Martinez, Brenda",KDC0DBMQD,DESLIGADO,VENDEDOR,2.4918007886856185e-4
782,35,"Bauernschmidt, Eric",RMN31SAX4,CONTRATADO,VENDEDOR,2.9709214158356193e-5
783,66,"Herrera Baltazar, Michael",EYRU6BBVT,CONTRATADO,VENDEDOR,3.0010150643772503e-4
784,77,"Henderson, Erika",V22B5EIBP,CONTRATADO,GERENTE,4.279735319148351e-4
785,23,"Molina, Erik",D28FX1VPY,DESLIGADO,GERENTE,4.472949653863907e-5
786,2,"Solis, Carina",KSCPIBIKW,DESLIGADO,VENDEDOR,2.8679849501693283e-4
787,13,"Guerra, Megan",C3OTJGKQN,CONTRATADO,VENDEDOR,4.037914034313927e-4
788,100,"Morales, Karen",3GNDAE4C7,CONTRATADO,GERENTE,1.5536427516490221e-4
789,16,"Castro Carreta, Oscar",YINKRAI07,CONTRATADO,VENDEDOR,0.0011751862763686373
790,87,"Lopez, Amanda",9SQCUYBGH,CONTRATADO,VENDEDOR,8.840096897872831e-4
791,87,"Juarez, Richard",69DSI7O5F,CONTRATADO,VENDEDOR,2.718656150624156e-4
792,55,"Hernandez, Saul",P2V38GSTO,DESLIGADO,VENDEDOR,3.8744495397615916e-4
793,68,"Salazar, Alexandro",OMLJ3BXWP,CONTRATADO,VENDEDOR,3.607797667216111e-4
794,10,"Lopez Flores, Ivette",53FQKZTWM,CONTRATADO,GERENTE,6.398239918053151e-6
